url,description,verified,tweets,location,label
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"🔥 Great balls of fire! @jerryleelewis, a New Orleans Local #sagaftramember since 1957, is now a Country Music Hall of Fame inductee! Congrats on this well-deserved achievement! 🤠 https://t.co/rSjJGafJa6",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,Pride Month is coming! Order your SAG-AFTRA gear now to make sure it arrives in time at https://t.co/5QG2z8gVxw. https://t.co/XK9zLbnru4,United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"Big congrats to #sagaftramember and former @BetterGov reporter @_MJHopkins, and @chicagotribune reporter @kcecireyes, for their Pulitzer Prize winning work on “The Failures Before the Fires”! https://t.co/KkXhwXdhC0",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"Our workshop on contractual Meals &amp; Non-Deductible Breaks for TV/Theatrical Background Performers starts SOON. See you there!
10 a.m. PT / 1 p.m. ET.  
https://t.co/RMljrrKS3y",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"Background Performers: Tomorrow get the skinny on contractual meal breaks and non-deductible breaks (NDBs) — with a side dish on filing claim inquiries. See you online at 10PT/1ET. RSVP👇 
https://t.co/NnOjwQEuU5 https://t.co/1a3LGgrrE6",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,It's softball season! Grab your SAG-AFTRA gear at https://t.co/5QG2z8gVxw! https://t.co/8n3XSZYEaZ,United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"May is #MentalHealthMonth. From support groups to short-term treatment and more, @alifeinthearts The Entertainment Community Fund's licensed clinicians are available year-round to provide support to #sagaftramembers. https://t.co/sNVmBlAF50. https://t.co/FOWj3LIoQW",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"Background Performers: Grab a seat this Tuesday to get the skinny on contractual meal breaks and non-deductible breaks (NDBs) — with a side dish on filing claim inquiries. See you online at 10PT/1ET. RSVP👇 
https://t.co/yLA4XfLk2e",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"🎉 Congrats to Pittsburgh's @TheManorTheatre for celebrating a 100-year milestone! 🍿 Thank you for showcasing the work of SAG-AFTRA members over the past century!! 🎬 

https://t.co/6Gb3h1pk9O",United States,Actor
https://twitter.com/sagaftra,SAG-AFTRA is the world’s largest labor union representing performers and broadcasters. Retweets or follows do not equal endorsements. #sagaftramembers,True,"Fred Ward brought gentlemanly gruffness and one-of-a-kind talent to films like The Right Stuff, Henry &amp; June and The Player. Our deepest condolences to his family and friends.
#sagaftramember #RIP
https://t.co/9srgNt6D4v",United States,Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"Thanks to the bravery of our members who stepped forward, we have achieved this settlement. If any member has questions or concerns about an NDA you've signed, reach out to your business representative and they will help. Read more - https://t.co/S0ByHsgqjH https://t.co/jsMwYPZk8A","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"Officer and Councilor election notice – note that mail delivery has been impacted by COVID-19. Ballots must be received by Tuesday, May 24 before 5PM ET to be counted. Plan ahead to make sure your ballot is received on time! https://t.co/rg2KB9nEQP https://t.co/64QEnypbI2","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"Convention Rules Subcommittee Chair Elizabeth Yvette Ramirez introduces themselves and discusses some of the work being done in the lead-up to this year's convention. 

The 2022 national convention will be held online from Oct 30 through Nov 1.

Stay tuned for more updates. https://t.co/1UB7hJjgQs","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"“We intend to tell our members broadly about this settlement, and if they are asked to sign a nondisclosure agreement, we are going to push back on those as violative of our members’ rights,” said Andrea Hoeschen, the union’s general counsel. https://t.co/yO1Id5gFmZ","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,".@HarveyFierstein is a trailblazing actor, playwright &amp; author renowned for how his gay and Jewish identity shapes his artistry. He spoke w/ @jdforward about his career, heritage &amp; the work he has created on stage and off - https://t.co/u0FXdMxlrN
 #JewishAmericanHeritageMonth https://t.co/75TiqMr8t3","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"There are a variety of ways for Equity members to get involved, whether your interest is to meet other members like you, support negotiations or advocate for arts initiatives. Applications are still being accepted for Equity communities and action teams - https://t.co/9s0bqbxaHf https://t.co/tw24FsLolD","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,Equity Weekly comes out each Wednesday to update the membership on everything happening across the union. Subscribe today to stay in the loop - https://t.co/oa33DA5A1C https://t.co/atR3J2ZJ4R,"New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"Congratulations to this year's @OuterCriticsOCC Award winners, and a very special shout out to the bedrock of our industry: the understudy actors, SMs, musicians, crew and other theatrical professionals who had to step in for someone who was out 💕 
https://t.co/L8PSldUVBw","New York, New York",Actor
https://twitter.com/ActorsEquity,The American performing arts labor union representing professional theatre actors & stage managers since 1913. #EquityWorks #AskIfItsEquity,True,"Want to hear from leaders of your union about what’s happening in your region? Register for your regional membership meeting today to hear the latest on the state of the union, local work updates and your monthly COVID-19 update - https://t.co/P2ZEOi6lX1 https://t.co/RUJtIUtK6M","New York, New York",Actor
